Nr.;Vorname;Nachname;Geburtsdatum
4122;Dietwald;Leder;27.01.1946
4123;Julie;Draxler;27.11.2018
4124;Raik;Kleinschmidt;11.11.1969
4125;Waldburga;Abt;23.11.1988
4126;Niclas;Kanter;04.03.1916
4127;Annelore;Gloger;31.12.1915
4128;Elkmar;Schleicher;02.02.2004
4129;Dankmar;Köhnlein;08.11.1908
4130;Lisbeth;Hähnel;11.08.1908
4131;Röschen;Luthardt;10.02.1989
4132;Detmar;Lurz;08.07.1941
4133;Frida;Wüstenberg;12.03.1917
4134;Sonnhilde;Kiehn;30.06.1969
4135;Anje;Deller;24.09.1918
4136;Hildemar;Ralf;24.02.1913
4137;Hardi;Kleeberg;14.06.2017
4138;Gertraud;Jekel;18.06.1924
4139;Resi;Sobek;09.04.2019
4140;Lion;Burchert;27.12.1938
4141;Dorlinde;Wood;02.06.1937
4142;Aloysius;Berkemeier;16.02.2005
4143;Heinzjörg;DTAG;26.10.1954
4144;Smilla;Mrozek;15.11.2003
4145;Alix;Linker;14.10.1940
4146;Marietta;Schier;21.10.1987
4147;Lebrecht;Kreutzmann;11.03.1935
4148;Hannerose;Wiesen;08.12.1933
4149;Siegenot;Buchner;14.10.1918
4150;Sofie;Lindt;06.04.2000
4151;Sybilla;Armbruster;08.05.1905
4152;Isabelle;Poth;28.12.1932
4153;Ulrich;Döll;26.10.2004
4154;Sybil;Löhr;29.10.1976
4155;Carsten;Otte;20.11.2002
4156;Sybill;Wambach;01.09.1911
4157;Oda;Kammel;11.03.1977
4158;Marielouise;Pecher;15.04.2020
4159;Florine;Jürgens;29.04.1916
4160;Bertold;Tafel;11.07.1949
4161;Liliane;Pfrommer;22.07.1924
4162;Günther;Wachholz;03.05.1925
4163;Gerlinda;Bas;13.01.2020
4164;Ingbert;Lucht;16.10.1999
4165;Rebecka;Pollmann;28.08.1923
4166;Hildetraud;Rehbein;27.05.1951
4167;Stefani;Wege;11.05.2016
4168;Tiburtius;Ost;07.08.1987
4169;Johannette;Köder;19.08.1910
4170;Isa;Mailänder;15.06.2004
4171;Arnold;Pfeifer;04.09.1923
4172;Rahel;Schenker;06.12.1940
4173;Karlhorst;Fritzsch;20.10.1997
4174;Antonio;Kloth;17.06.1962
4175;Arnulf;Buhlmann;07.01.1935
4176;Irmentraut;Amberg;10.02.2020
4177;Gerlinde;Theißen;22.03.1923
4178;Emmely;Kloiber;23.01.1992
4179;Radegundis;Berchtold;06.05.2002
4180;Arnhild;Böttger;31.08.1966
4181;Thies;Wachsmuth;26.08.1927
4182;Gundolf;Weihe;10.02.1956
4183;Hartwig;Fletcher;23.04.1985
4184;Alyssa;Bock;30.04.1926
4185;Reinhard;Davids;22.02.1933
4186;Mats;Tappe;05.10.2011
4187;Laurin;Kauf;02.04.1995
4188;Claas;Dambach;11.07.1992
4189;Heinzjürgen;Rupprecht;18.12.1975
4190;Gerlind;Spang;06.02.2015
4191;Sybille;Penning;11.02.1920
4192;Inga;Brumm;25.01.1920
4193;Saskia;Baron;19.11.1962
4194;Undine;Liedtke;13.04.2004
4195;Diemo;Nikolic;04.03.1938
4196;Ingetraut;Karger;05.02.1935
4197;Friedemann;Fahle;26.01.2018
4198;Constanze;Remmel;24.05.2001
4199;Marei;Bahn;21.10.1936
4200;Tassilo;Gök;06.05.1912
4201;Ursulina;Eckmann;11.04.1933
4202;Joschka;Schlicht;22.01.1998
4203;Tiemo;Brendler;17.05.1908
4204;Sören;Jochem;12.01.2017
4205;Landolf;Ringel;13.12.1948
4206;Irmingard;Bensch;20.07.1961
4207;Sebastian;Schneidewind;23.05.2012
4208;Annegrete;Strunz;26.09.1946
4209;Volkard;Essig;26.08.1902
4210;Thorsten;Eckl;10.05.1924
4211;Ekkehard;Barber;19.02.1925
4212;Silvana;Klünder;27.02.2021
4213;Elena;Streng;28.12.2024
4214;Waltraut;Daum;18.09.2004
4215;Volkhard;Lauenstein;27.10.1909
4216;Willhart;Buchmüller;12.05.2006
4217;Ewalda;Stucke;09.03.1977
4218;Reinholdt;Hüller;23.04.1963
4219;Angelika;Finzel;23.12.2005
4220;Diemo;Daus;24.12.1959
4221;Valeska;Janowski;27.12.1918
4222;Barnabas;Hohn;28.02.1947
4223;Nadja;Natterer;30.07.1909
4224;Annica;Steinweg;06.09.1916
4225;Benedict;Ebers;24.09.2013
4226;Egbert;Klaes;15.09.1948
4227;Vroni;Götsch;21.02.2016
4228;Monika;Prosch;28.11.1936
4229;Pauline;Jehle;13.03.1984
4230;Annehild;Brech;21.11.2006
4231;Bartholomäus;Gronewold;13.07.2011
4232;Philip;Schult;05.03.1910
4233;Annalene;Seebach;08.08.1948
4234;Edeltraut;Welk;09.03.2022
4235;Berthold;Karge;02.06.2005
4236;Wiethold;Priller;18.11.1915
4237;Piet;Bockelmann;14.10.1949
4238;Markolf;Körfer;26.05.1995
4239;Bernhilde;Fabian;17.11.2021
4240;Doreen;Krebs;02.03.1961
4241;Heyko;Heldt;22.03.1983
4242;Gottholde;Deschner;20.03.1957
4243;Uranius;Rosendahl;22.01.1920
4244;Anna;Weidenbach;30.04.1923
4245;Eveline;Gerold;29.10.1994
4246;Gisela;Forner;07.11.1910
4247;Manfried;Kramp;07.06.1953
4248;Alfred;Saupe;24.09.2012
4249;Amrei;Umlauf;02.04.1931
4250;Gisela;Graham;01.05.1923
4251;Ruthild;Strobl;10.10.1987
4252;Sigunde;Stief;12.11.2005
4253;Sigurd;Daum;08.09.1952
4254;Wernhild;Lehr;14.06.1903
4255;Gerdt;Skupin;15.02.1915
4256;Lutz;Roters;14.05.1923
4257;Jannine;Dorfner;19.02.1909
4258;David;Goebel;01.06.1912
4259;Anouk;Sandmann;28.10.2013
4260;Christliebe;Biegel;18.03.1942
4261;Maike;Bäuerle;24.02.1982
4262;Sighilde;Breyer;17.06.1976
4263;Madleine;Leicher;16.04.2012
4264;Ingelene;Franck;07.03.1958
4265;Harro;Gabor;05.12.1965
4266;Gesine;Harter;18.02.2013
4267;Gretlies;Egert;30.10.1947
4268;Egmont;Leuschner;09.07.1970
4269;Desiree;Hunter;10.04.1977
4270;Egomar;Neuß;26.02.1994
4271;Henry;Bänsch;16.10.2000
4272;Gertrudis;Gaßmann;24.06.1954
4273;Felizitas;Kapp;22.09.1919
4274;Josepha;Eiben;17.02.1959
4275;Arnold;Hubbard;15.10.1916
4276;Ruben;Morsch;07.09.2004
4277;Flora;Könnecke;26.04.1961
4278;Annelinde;Lippmann;15.07.1957
4279;Phil;Steuermann;11.12.1932
4280;Eberhart;Axt;21.11.1998
4281;Horstfried;Baierl;03.10.2005
4282;Anouk;Knoke;25.04.2025
4283;Wilfriede;Zeidler;02.05.1978
4284;Karleugen;Bönig;21.10.2000
4285;Linhart;Kittler;16.02.1918
4286;Malte;Trenkle;10.01.1934
4287;Hedy;Brandes;06.08.1924
4288;Wolfried;Harmsen;07.01.2007
4289;Marilu;Rohlfing;16.04.1993
4290;Rudger;Kowalczyk;21.03.1929
4291;Siegrid;Klöcker;30.08.2024
4292;Linus;Peetz;05.11.1958
4293;Mila;Adamek;05.01.2002
4294;Vreneli;Kupke;25.12.1975
4295;Traudel;Yasar;16.03.1978
4296;Axel;Hopf;25.09.2004
4297;Cedric;Gemmer;14.03.1927
4298;Oslinde;Kubitza;03.12.1942
4299;Ingeruth;Wesemann;07.10.1976
4300;Romana;Ballmann;09.06.1947
4301;Marvin;Fester;19.07.1927
4302;Enrico;Terhorst;12.03.1906
4303;Toralf;Kania;08.10.2021
4304;Grimbert;Linde;05.12.1988
4305;Hannegret;Bopp;03.07.1973
4306;Desiderius;Buhlmann;30.04.1966
4307;Alwina;Kögler;24.08.1937
4308;Sophia;Schmalz;23.05.2015
4309;Ottkar;Seltmann;11.11.2017
4310;Gunhard;Gaber;15.11.1940
4311;Irmela;Grübel;08.09.1928
4312;Mandy;Schrenk;07.08.1982
4313;Ekkart;Reil;14.04.1911
4314;Eric;Fladung;26.11.1915
4315;Barbara;Yüksel;13.10.1962
4316;Lintrud;Petrasch;19.04.1965
4317;Serafine;Hüsken;27.11.2022
4318;Mania;Häussler;26.08.1961
4319;Samuel;Manger;18.08.1938
4320;Edelfriede;Jaspers;03.04.1928
4321;Birke;Birkel;23.01.1902
4322;Heimtraud;Kairies;31.01.1961
4323;Gunhild;Breiter;20.03.2005
4324;Friderika;Heering;24.01.2016
4325;Magdalene;Rogler;02.07.1947
4326;Stephanie;Brümmer;28.02.1950
4327;Adi;Laabs;06.12.2012
4328;Inga;Kröber;14.11.1937
4329;Ronny;Klaßen;22.01.1995
4330;Henri;Stockmann;24.03.1961
4331;Wolfdieter;Kromm;03.09.2018
4332;Steven;Schlemmer;15.03.1969
4333;Engelhardt;Kriegel;27.10.1981
4334;Hildeburg;Schaller;22.04.2020
4335;Dorlinde;Dick;06.10.1949
4336;Ekkart;Amberg;22.01.1957
4337;Dietwalt;Carle;02.06.2021
4338;Bärbel;Jesse;12.01.1987
4339;Sigenot;Kienitz;04.02.1978
4340;Philip;Weiskopf;08.07.1990
4341;Laurin;Beil;16.09.1976
4342;Ferhart;Pape;23.02.2010
4343;Frohmund;Steinbrenner;14.11.1988
4344;Severin;Book;18.10.1976
4345;Ilsegard;Gerstenberger;15.09.1986
4346;Theodolinde;Gaiser;06.04.1983
4347;Joelle;Grieb;31.03.1972
4348;Elsa;Paschke;17.01.1919
4349;Rabea;Mittermeier;06.04.1973
4350;Adi;Freitag;15.03.2013
4351;Steff;Noller;11.01.1973
4352;Isolde;Bischoff;13.12.2021
4353;Manhardt;Lehr;05.08.2021
4354;Doraline;Müller;28.01.1920
4355;Friedlies;Beutler;30.07.1947
4356;Sigenot;Friedrich;01.01.1962
4357;Dietz;Wurm;31.10.1916
4358;Ingrun;Gerland;31.07.1994
4359;Stefanie;Laser;16.05.1964
4360;Waltrud;Ries;09.11.1987
4361;Theobert;Reiber;04.12.1958
4362;Rauthgundis;Henk;28.01.2020
4363;Reinholdt;Krug;27.04.1922
4364;Svenja;Feucht;18.06.1975
4365;Volkhardt;Averbeck;29.03.1968
4366;Wiebke;Nolte;24.07.1924
4367;Berthold;Göttsche;10.04.1990
4368;Ricarda;Preißler;24.10.1961
4369;Vreneli;Rehm;01.08.1971
4370;Marfried;Köpcke;20.06.1976
4371;Christopher;Krauß;23.11.1968
4372;Sahra;Dill;26.07.1946
4373;Irmela;Stock;10.11.1904
4374;Randolph;Broda;29.01.1943
4375;Walburga;Trummer;22.02.1950
4376;Isbert;Munsch;17.03.1932
4377;Eckehardt;Schilz;25.04.1966
4378;Hanshermann;Pleger;12.10.1994
4379;Walburga;Gutsche;17.01.1980
4380;Rosina;Buck;20.08.1978
4381;Henriette;Emde;26.10.1925
4382;Philipine;Presser;14.03.1958
4383;Trautlinde;Aberle;11.10.1936
4384;Milena;Dirks;08.01.1996
4385;Joelina;Riecken;06.01.1904
4386;Klarissa;Crawford;06.07.1909
4387;Fabio;Siller;28.10.1956
4388;Gereon;Singler;13.07.1913
4389;Gero;Senft;01.08.1951
4390;Giesela;Kuhne;04.08.2005
4391;Danny;Schlegel;04.09.1974
4392;Meinard;Grabner;18.07.1988
4393;Tillmann;Herzog;10.06.2004
4394;Donatus;Dippold;17.12.2007
4395;Gernod;Roll;10.07.1944
4396;Gundhild;Lemcke;06.03.1936
4397;Olivia;Friederich;16.01.1919
4398;Roseliese;Karg;14.05.1984
4399;Gerhart;Derksen;19.06.2015
4400;Raimond;Eisenreich;08.06.1907
4401;Monika;Jahr;17.05.1984
4402;Lennart;Ising;07.06.1958
4403;Adolfa;Amrhein;28.12.1976
4404;Traugott;Straßburger;24.08.1913
4405;Gundhart;Daumann;20.11.1941
4406;Ambrosius;Marschner;27.04.1923
4407;Hertraud;Schilder;28.05.1981
4408;Nico;Waldherr;09.12.1946
4409;Dorette;Drake;12.04.1955
4410;Liane;Rosenthal;26.11.1977
4411;Osmund;Stute;05.05.1969
4412;Rochus;Johne;16.06.2018
4413;Reinhardt;Kuhlmann;07.05.1941
4414;Friedrich;DTAG;27.03.1983
4415;Ambros;Heesen;02.11.1921
4416;Kristine;Berendt;02.01.2017
4417;Luk;Nagler;10.08.1954
4418;Rutger;Uphoff;22.03.2022
4419;Hanno;Sanchez;08.02.1952
4420;Ursus;Scherz;19.10.2007
4421;Walter;Kampa;15.04.1998
4422;Eugen;Rabe;14.05.1909
4423;Florentine;Jörg;02.02.1948
4424;Winfrid;Geiss;01.12.1932
4425;Helmine;Traub;27.04.2013
4426;Ingelene;Thoms;27.05.1907
4427;Hannes;Aigner;09.08.1947
4428;Nunzius;Dethloff;24.10.1975
4429;Wiglaf;Dreisbach;20.08.1994
4430;Donat;Fock;13.12.2015
4431;Woldemar;Deike;24.08.1902
4432;Ingolde;Rebholz;01.02.1960
4433;Germo;Kaltwasser;03.12.2022
4434;Margitte;Kollmann;31.07.1941
4435;Zita;Klingel;13.11.1959
4436;Samira;Michalek;07.08.1920
4437;Elwine;Hohmann;24.03.1927
4438;Finchen;Blumenstein;23.02.2001
4439;Landolf;Schlotmann;20.01.1967
4440;Rauthgundis;Hirn;10.09.1919
4441;Irmelinde;Lapp;08.06.1918
4442;Brunhildis;Muhl;29.07.1959
4443;Wendeline;Dittmar;15.03.1924
4444;Volkmar;Jährling;03.05.1988
4445;Juli;Gerecke;02.04.1945
4446;Lucie;Linz;08.05.1970
4447;Burghart;Owen;22.05.2021
4448;Gustav;Wanka;23.04.1942
4449;Nik;Friedemann;21.01.2021
4450;Heimfrid;Dörre;02.11.1935
4451;Helwig;Warning;28.11.1928
4452;Ivonne;Nachtmann;23.02.2023
4453;Traudel;Siewert;04.10.1908
4454;Oswin;Brieden;29.04.1946
4455;Sophie;Wieczorek;21.10.2014
4456;Gila;Klinger;27.11.1912
4457;Luca;Matz;20.09.1912
4458;Elbert;Steinmüller;14.01.1967
4459;Reinhold;Pflug;15.11.1917
4460;Helmo;Lottmann;27.06.1919
4461;Edeltraut;Neuner;30.09.1980
4462;Laurens;Tilch;19.10.1934
4463;Steffie;Weippert;10.11.1962
4464;Emelie;Molzahn;16.07.1938
4465;Minna;Misch;13.12.1950
4466;Raimunde;Prediger;17.12.1903
4467;Harry;Gaede;25.06.1948
4468;Margarethe;Mühlen;27.02.2014
4469;Babette;Glahn;26.07.1947
4470;Christfriede;Schaeffer;16.04.2016
4471;Anje;Schönleber;01.09.1918
4472;Jasmin;Seufert;14.12.1982
4473;Egbert;Schwender;02.02.2004
4474;Notfried;Schulte;21.11.1965
4475;Irmlind;Wodtke;05.08.1930
4476;Christfried;Wolfe;05.12.1992
4477;Hansdieter;Greuel;01.10.2010
4478;Siegulf;Hädrich;13.07.1951
4479;Sigune;Schauer;27.09.1906
4480;Reni;Adam;17.04.1991
4481;Gerfried;Lurz;18.05.1980
4482;Friedemar;Windmüller;15.01.1963
4483;Inkmar;Zielinski;05.04.1988
4484;Arnt;Justen;24.10.1998
4485;Bert;Hendrich;08.07.2010
4486;Torge;Schneller;25.10.1973
4487;Oliver;Chmielewski;18.09.1923
4488;Wenzel;Dotzler;04.10.2006
4489;Brandolf;Wein;24.01.2011
4490;Augusta;Zühlke;28.03.1938
4491;Annalena;Smith;20.09.1978
4492;Kajetan;Baumgartner;10.10.1930
4493;Aribert;Kiefer;19.01.1940
4494;Erich;Pischke;09.07.2002
4495;Juli;Schippmann;20.07.2022
4496;Andrea;Borgert;29.06.1993
4497;Alisa;Romahn;27.09.1978
4498;Ingelotte;Liebscher;16.05.1904
4499;Alheidis;Yildirim;27.06.1989
4500;Ilrich;Anke;23.06.1930
4501;Jesse;Stober;03.08.1938
4502;Ferhart;Bulla;24.09.1984
4503;Helen;Diez;10.08.2023
4504;Josua;Fleckenstein;11.08.2016
4505;Steffan;Schwarzmann;10.09.1902
4506;Patrik;Lock;09.03.1906
4507;Thassilo;Hotze;16.11.1922
4508;Piet;Recht;08.10.1968
4509;Irmelie;Stober;12.02.2021
4510;Irmtrude;Hodges;24.09.1981
4511;Traude;Wirz;03.11.1912
4512;Burghild;Kracke;02.03.1923
4513;Wulf;Eiermann;09.06.1936
4514;Margarete;Klink;12.06.1926
4515;Maurice;Braumann;21.07.1926
4516;Ingemarie;Kutschera;30.08.1964
4517;Theophil;Kees;01.10.2011
4518;Timotheus;Brähler;05.11.1956
4519;Heimo;Wölke;07.01.1942
4520;Til;Sedlmair;07.06.1952
4521;Dietmute;Hunt;01.12.1947
4522;Emeram;Shelton;20.05.1968
4523;Albertine;Willis;20.11.1908
4524;Irmelie;Ruprecht;05.08.1982
4525;Engelhardt;Schauerte;19.10.2006
4526;Richardis;Mahnke;13.11.2023
4527;Steven;Gottschling;27.11.1957
4528;Eckehardt;Henze;14.05.1994
4529;Patrik;Heckl;13.07.1958
4530;Berngard;Holstein;29.08.1965
4531;Melina;Geisel;26.08.2002
4532;Guntmar;Köhler;04.05.1923
4533;Cordelia;Fries;18.11.1919
4534;Sabrine;Arp;28.08.2010
4535;Elisabetha;Hell;19.11.2024
4536;York;Glaser;21.07.2022
4537;Horstfried;Ziemann;08.03.2010
4538;Ilselore;Murr;09.07.1922
4539;Matis;Cohrs;17.06.1919
4540;Janne;Kuehl;12.05.2022
4541;Karlpeter;Bösch;20.11.1991
4542;Tina;Pawlak;08.05.1949
4543;Sylke;Bieder;05.10.1958
4544;Rosemie;Hornemann;28.01.1963
4545;Lintrud;Starke;18.03.1962
4546;Christa;Hacker;01.03.2002
4547;Brigitta;Thull;01.12.1976
4548;Fried;Borstel;17.10.1934
4549;Dietz;Friedrichs;03.09.1945
4550;Giulia;Olk;20.02.1939
4551;Wulf;Ward;16.03.1975
4552;Knuth;Nüßlein;27.03.1919
4553;Alwina;Sowa;07.09.1931
4554;Mathis;Hunold;20.08.1961
4555;Ekkehardt;Stürmer;11.09.1927
4556;Gerhild;Kunisch;02.05.2003
4557;Lore;Kittler;11.02.1921
4558;Mischel;Hackstein;21.10.1924
4559;Valerian;Zindler;03.10.1911
4560;August;Casey;10.05.1921
4561;Nadine;Thurow;10.10.1977
4562;Hannelore;Caspari;12.10.1971
4563;Marius;Baldauf;20.09.1936
4564;Olga;Classen;08.01.1943
4565;Quintus;Pause;09.08.2016
4566;Wernhard;Trümper;26.10.1914
4567;Trauhard;Ketterer;28.07.2001
4568;Margrid;Ochs;19.01.2002
4569;Raimer;Tobias;09.04.1993
4570;Edelhard;Hoops;05.12.1924
4571;Erica;Pille;30.01.1987
4572;Reinlinde;Brandenburg;18.04.1914
4573;Humbert;Erhard;25.06.2003
4574;Christfried;Borkenhagen;10.02.2001
4575;Eckhold;Bohrmann;20.07.1955
4576;Belina;Pluta;24.01.1908
4577;Karlheinz;Herzer;09.06.1974
4578;Wolfgünter;Wieber;22.05.2010
4579;Gerhilde;Riesen;20.10.1928
4580;Walti;Dudek;29.12.2020
4581;Doraline;Heidrich;02.08.1923
4582;Rolf;Stöver;07.10.1912
4583;Meinfried;Bachmaier;20.02.1979
4584;Jonathan;Max;18.06.1919
4585;Tommy;Wensing;26.04.2018
4586;Sebald;Hoh;27.11.1948
4587;Elia;Ohler;13.03.1956
4588;Rosetraut;Scharmann;26.03.1953
4589;Karlhans;Matthiesen;10.01.2004
4590;Irlanda;Wiese;30.10.1981
4591;Dorothee;Bohlmann;06.08.1903
4592;Ferfried;Recknagel;29.09.1978
4593;Ela;Balci;30.01.1936
4594;Dorchen;Klug;12.08.1928
4595;Carlotta;Dreesen;03.03.1918
4596;Eckhard;Bohnenkamp;04.09.1962
4597;Theobalda;Pfeffer;25.07.1920
4598;Lintrud;Potter;16.11.1923
4599;Haymo;Steger;08.01.1914
4600;Willhart;Leibold;12.12.2005
4601;Kristina;Samson;01.04.1908
4602;Emelie;Staats;25.10.2022
4603;Utz;Höger;11.01.1927
4604;Zeno;Rittner;06.06.1934
4605;Ursus;Britz;01.01.1991
4606;Suse;Göring;23.11.2010
4607;Irmingard;Führer;03.09.1984
4608;Ernst;Katrin;26.03.1936
4609;Angelika;Rex;21.11.1905
4610;Helmut;Dettmer;08.05.2004
4611;Eyck;Blass;24.07.1937
4612;Layla;Kemmer;20.07.1943
4613;Lorelies;Hennes;26.08.1974
4614;Burglind;Wirsing;21.05.2000
4615;Irmfried;Sass;12.10.1958
4616;Chantal;Spitz;13.12.1934
4617;Anneluise;Wüstner;02.05.1929
4618;Centa;Wack;01.08.1931
4619;Marietta;Wünsch;23.09.1978
4620;Cora;Wiemers;29.08.1926
4621;Dietgar;Lipinski;29.05.1937
4622;Nadja;Nuss;11.10.1928
4623;Ingmar;Kunkel;09.10.1976
4624;Elise;Weser;10.07.1922
4625;Wittmar;Krebber;30.08.2001
4626;Hariolf;Straub;12.07.1913
4627;Luitgard;Haese;27.12.2005
4628;Dorchen;Ketterer;01.12.2002
4629;Ingeruth;Klemke;11.05.1987
4630;Artur;Völk;30.09.2006
4631;Annemargret;Jungclaus;18.02.2003
4632;Carolina;Schlösser;07.05.2006
4633;Ringo;Schwede;08.08.2021
4634;Margrit;Staib;24.08.2015
4635;Flora;Meister;29.10.2010
4636;Katharina;Dann;04.08.1904
4637;Susi;Wiest;22.05.2015
4638;Gerdfried;Fuerst;04.03.1991
4639;Anneliese;Bader;14.02.1917
4640;German;Daniels;22.07.1959
4641;Maximiliane;Bialek;19.09.1970
4642;Margarete;Pagel;15.06.1927
4643;Gunthild;Peper;05.05.2003
4644;Willibald;Knies;19.06.1907
4645;Hansjörn;Bonk;02.10.1913
4646;Giesela;Köppe;25.09.1975
4647;Sigune;Tietz;29.11.2000
4648;Dana;Ristau;18.09.1929
4649;Burkhard;Lamm;28.07.1996
4650;Lukas;Pastor;10.01.1986
4651;Edelgard;Mieth;18.09.1980
4652;Jamie;Stephan;01.01.2011
4653;Jonna;Bubeck;31.03.1959
4654;Heimfrid;Heck;14.09.1967
4655;Detmar;Schöpe;19.05.1969
4656;Christliebe;Jaschke;26.04.1954
4657;Lisa;Bethke;19.03.1914
4658;Elfy;Mettler;03.09.1931
4659;Elke;Wehmeier;18.05.2023
4660;Kathrin;Zapp;05.05.1969
4661;Diemut;Isaak;06.02.2008
4662;Wolfbert;Loth;30.06.2007
4663;Jördis;Weißhaar;20.08.1909
4664;Hiltrud;Rinck;08.02.2018
4665;Lenz;Weißenfels;17.11.2011
4666;Birgitt;Bryan;12.05.1908
4667;Alix;Hermsdorf;29.05.1976
4668;Ambros;Hühne;11.07.1973
4669;Eckhart;Franzmann;08.03.1999
4670;Anneliese;Brzoska;30.03.1913
4671;Antonio;Follmann;15.10.1949
4672;Marbod;Filser;14.07.1944
4673;Otmar;Pollinger;24.07.1939
4674;Urda;Stöckle;28.07.1997
4675;Kristin;Levermann;16.08.1954
4676;Josefa;Wenninger;19.09.1974
4677;Emely;Sachau;03.05.1956
4678;Hertraud;Felske;22.05.1941
4679;Adolfa;Dötsch;15.01.1941
4680;Bertold;Harper;11.02.1929
4681;Isabell;Pfirrmann;07.09.1943
4682;Regine;Jaster;04.08.1958
4683;Annemaria;Tews;10.07.1985
4684;Annette;Knoche;17.10.1990
4685;Bernhard;Mohaupt;19.11.2007
4686;Annabell;Hering;06.03.1977
4687;Hanno;Jenke;15.01.1904
4688;Katja;Walther;30.11.1980
4689;Irmentraud;Daniel;24.05.1936
4690;Marcel;Lorek;07.02.2015
4691;Marei;Streb;21.09.1908
4692;Bärbel;Conradi;16.07.2008
4693;Wiebke;Wolz;20.12.1979
4694;Berta;Werk;11.01.1995
4695;Arthur;Fieseler;26.01.1933
4696;Katherina;Kindermann;24.05.1970
4697;Hannelore;Schmiedel;03.10.1973
4698;Jolina;Nemitz;09.04.1940
4699;Wiltrudis;Holtz;03.06.1962
4700;Dorlis;Völkel;10.02.1975
4701;Hellmut;Schrödl;15.03.2021
4702;Marike;Pickl;14.02.2025
4703;Wolrad;Roemer;08.09.2014
4704;Richard;Schedler;16.03.2023
4705;Antja;Thomas;13.09.1996
4706;Clemens;Schrewe;18.09.2009
4707;Luitpold;Baltrusch;02.12.1921
4708;Friedbert;Schuler;22.08.1978
4709;Karola;Ploch;08.07.1958
4710;York;Posch;23.10.1972
4711;Celine;Sladek;09.04.1922
4712;Annegret;Mast;12.07.1960
4713;Anfriede;Mündel;19.10.1950
4714;Bartold;Kaster;03.08.1984
4715;Annelinde;Flame;24.11.1924
4716;Maurice;Rehbein;04.02.1962
4717;Dorette;Zabel;04.04.1945
4718;Sibylla;Herbertz;07.10.1943
4719;Matthies;Schlösser;21.05.1992
4720;Friedoline;Schroll;06.10.1988
4721;Richarda;Zoll;26.10.2003
4722;Neidhard;Ostermaier;20.10.1917
4723;Edelfriede;Grunenberg;01.03.1925
4724;Gundhart;Steinhaus;14.06.1982
4725;Theodeline;Hitzler;06.01.2021
4726;Beat;Knackstedt;14.04.2023
4727;Irmingard;Wehrle;05.07.1974
4728;Egidius;Dunker;02.02.2017
4729;Giselind;Riehle;12.06.1985
4730;Hanshelmut;Meinhard;23.09.2008
4731;Hannelotte;Wehr;27.05.1920
4732;Lidwina;Eiermann;02.12.1981
4733;Siegberta;Wallis;02.08.2001
4734;Friedlinde;Schenkel;30.08.1906
4735;Camilla;Eisert;30.11.1952
4736;Noel;Evers;23.02.1995
4737;Siegbritta;Sondermann;06.02.1957
4738;Frigga;Nau;17.04.2014
4739;Augusta;Mayr;08.10.1923
4740;Karli;Semler;31.03.1965
4741;Wolfrid;Schmöller;21.12.1981
4742;Ida;Hentschke;18.09.1910
4743;Annemargret;Bienert;07.10.1967
4744;Lili;Reuschel;08.07.1909
4745;Tomas;Lohrer;05.02.1991
4746;Gerhart;Gartmann;26.10.1992
4747;Alheid;Gohlke;18.06.1948
4748;Juri;Dörfler;04.11.1963
4749;Wigbert;Borm;28.12.2018
4750;Justus;Eberspächer;09.05.1955
4751;Kristof;Knappe;03.07.2019
4752;Sibille;Schwemmer;01.09.1996
4753;Gertrudt;Diesing;04.09.1975
4754;Karlfried;Höfner;06.12.1939
4755;Wigand;Gutjahr;15.03.1988
4756;Teresa;Schott;04.09.1935
4757;Friederike;Gramsch;27.03.1982
4758;Alice;Speth;18.04.2008
4759;Lucas;Schüßler;14.10.1924
4760;Frohlinde;Koschmieder;06.04.1959
4761;Nadja;Vieregge;24.11.2022
4762;Falk;Ambrosius;12.10.1955
4763;Neithard;Gutsche;10.07.1961
4764;Ehrentraud;Haugg;03.12.1916
4765;Jeanett;Baake;16.10.2022
4766;Tore;Schmalzl;04.02.1938
4767;Steven;Schüle;06.12.1956
4768;Arnhart;Paar;15.01.2005
4769;Ortwin;Ringe;20.01.1979
4770;Reinburga;Hennen;01.04.1942
4771;Ewald;Fecher;21.04.1917
4772;Dimitri;Bronner;17.06.2009
4773;Jamie;Reif;23.08.1997
4774;Bjarne;Mehler;20.04.1960
4775;Linus;Ecker;22.04.1942
4776;Rosemarie;Königer;10.09.1977
4777;Dionys;Granzow;13.08.2022
4778;Gertwin;Sandoval;14.01.1966
4779;Liebhardt;Dietl;13.03.1922
4780;Reinmar;Marschall;19.07.1952
4781;Herwart;Oldenburg;06.01.1994
4782;Carolin;Schieder;01.01.1914
4783;Eva;Sämann;19.08.1904
4784;Alix;Schreiner;10.01.2006
4785;Christof;Sharp;07.10.1943
4786;Annemargret;Eckmann;01.10.1961
4787;Maxl;Gimbel;09.03.1945
4788;Hubert;Singer;29.10.1992
4789;Gottlieb;Graff;23.02.1915
4790;Ben;Kuntz;23.04.1967
4791;Ina;Strey;02.01.1920
4792;Lyn;Brettschneider;20.02.1971
4793;Heinrich;Schoofs;17.07.1954
4794;Humbert;Boer;28.11.2001
4795;Timmo;Ens;03.01.1965
4796;Ehrenreich;Kistler;18.06.1924
4797;Aaron;Kremser;23.06.1957
4798;Harry;Burk;28.08.1905
4799;Adrian;Fiebig;20.01.2009
4800;Ellen;Günthner;30.07.1912
